,,,,,,Total of Displayed Rows,,,"145,106,561","691,533","145,798,094","147,609,685","65,462,721","213,072,406","219,868,448","124,897,313","344,765,761",
Account,Account Title,Organization,Budget Activity,Budget Activity Title,Line Number,PE/BLI,Program Element/Budget Line Item (BLI) Title,Include In TOA,FY 2025 Actuals,FY 2025 Reconciliation,FY 2025 Total,FY 2026 Discretionary Enacted,FY 2026 PL 119-21 Spend Plan,FY 2026 Total,FY 2027 Discretionary Request,FY 2027 Mandatory Request,FY 2027 Total,Classification
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,234,0303133F,High Frequency Radio Systems,Y,"8,423",,"8,423","19,709",,"19,709","33,215",,"33,215",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,235,0303140F,Information Systems Security Program,Y,"91,663","6,487","98,150","101,551",,"101,551","117,658",,"117,658",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,236,0303248F,All Domain Common Platform,Y,"86,301",,"86,301","75,711",,"75,711","71,312",,"71,312",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,237,0303260F,Joint Military Deception Initiative,Y,"6,557",,"6,557",351,,351,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,238,0304100F,Strategic Mission Planning & Execution System (SMPES),Y,"67,385",,"67,385","74,236",,"74,236","89,663",,"89,663",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,239,0304109F,THRESHER,Y,,,,103,,103,109,,109,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,242,0304260F,Airborne SIGINT Enterprise,Y,"92,473",,"92,473","98,650",,"98,650","98,319",,"98,319",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,243,0304310F,Commercial Economic Analysis,Y,"4,546",,"4,546","4,070",,"4,070","1,713",,"1,713",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,246,0304784F,Long Endurance - Airborne ISR,Y,,,,,"23,000","23,000","16,570",,"16,570",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,247,0305015F,C2 Air Operations Suite - C2 Info Services,Y,"15,742",,"15,742",,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,248,0305020F,CCMD Intelligence Information Technology,Y,"1,836",,"1,836","1,547",,"1,547",,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,249,0305022F,ISR Modernization & Automation Dvmt (IMAD),Y,"19,409",,"19,409","22,237",,"22,237","16,188",,"16,188",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,250,0305099F,Global Air Traffic Management (GATM),Y,"4,505",,"4,505","4,222",,"4,222","4,210",,"4,210",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,251,0305103F,Cyber Security Initiative,Y,292,,292,305,,305,318,,318,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,252,0305111F,Weather Service,Y,"39,438",,"39,438","50,129",,"50,129","29,331",,"29,331",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,253,0305114F,"Air Traffic Control, Approach, and Landing System (ATCALS)",Y,"14,689",,"14,689","27,064",,"27,064","61,895",,"61,895",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,254,0305116F,Aerial Targets,Y,"5,870",,"5,870","5,011",,"5,011","1,704",,"1,704",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,257,0305128F,Security and Investigative Activities,Y,463,,463,"7,855",,"7,855","9,642",,"9,642",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,258,0305146F,Defense Joint Counterintelligence Activities,Y,"6,387",,"6,387","6,524",,"6,524","2,469",,"2,469",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,259,0305155F,Theater Nuclear Weapon Storage & Security System,Y,,,,,,,"24,364",,"24,364",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,260,0305158F,Tactical Terminal,Y,482,,482,"1,084",,"1,084",,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,261,0305179F,Integrated Broadcast Service (IBS),Y,"15,006",,"15,006","19,085",,"19,085","18,266",,"18,266",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,262,0305206F,Airborne Reconnaissance Systems,Y,"115,637",,"115,637","65,432",,"65,432","34,273",,"34,273",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,263,0305207F,Manned Reconnaissance Systems,Y,"18,323",,"18,323","28,733",,"28,733","17,114",,"17,114",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,264,0305208F,Distributed Common Ground/Surface Systems,Y,"99,749",,"99,749","81,033",,"81,033","85,365",,"85,365",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,265,0305220F,RQ-4 UAV,Y,"6,171",,"6,171",,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,266,0305221F,Network-Centric Collaborative Targeting,Y,"9,952",,"9,952","12,019",,"12,019","9,146",,"9,146",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,267,0305238F,NATO AGS,Y,865,,865,816,,816,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,268,0305240F,ISR Transport and Processing,Y,"33,432",,"33,432","32,578",,"32,578","312,037",,"312,037",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,269,0305249F,AF JWICS Enterprise,Y,"9,445",,"9,445","13,404",,"13,404","19,324",,"19,324",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,270,0305600F,International Intelligence Technology and Architectures,Y,"17,784",,"17,784","18,946",,"18,946","62,000",,"62,000",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,271,0305836F,C2IMERA,Y,,,,"13,690",,"13,690","11,393",,"11,393",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,272,0305903F,COCOM Mobile Command and Control Centers (MCCCs),Y,,,,"3,961",,"3,961","2,013",,"2,013",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,273,0305984F,Personnel Recovery Command & Ctrl (PRC2),Y,"3,272",,"3,272","2,851",,"2,851","1,783",,"1,783",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,274,0307577F,Intelligence Mission Data (IMD),Y,"3,658",,"3,658","18,000",,"18,000","3,151",,"3,151",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,275,0401119F,C-5 Airlift Squadrons (IF),Y,"25,825",,"25,825","33,320",,"33,320","76,233",,"76,233",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,276,0401130F,C-17 Aircraft (IF),Y,"11,874",,"11,874","103,465","4,410","107,875","178,130",,"178,130",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,277,0401132F,C-130J Program,Y,"34,261",,"34,261","18,684",,"18,684","16,628",,"16,628",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,278,0401134F,Large Aircraft IR Countermeasures (LAIRCM),Y,"7,484",,"7,484","40,955",,"40,955","12,323",,"12,323",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,279,0401218F,KC-135s,Y,"9,678",,"9,678",,"43,000","43,000","121,742",,"121,742",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,280,0401318F,CV-22,Y,"25,549",,"25,549","31,544",,"31,544","45,699",,"45,699",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,281,0401334F,Large Aircraft Survivability Systems (LASS),Y,,,,,,,"50,111",,"50,111",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,282,0408011F,Special Tactics / Combat Control,Y,"9,146",,"9,146","28,200","10,000","38,200",,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,283,0708610F,Logistics Information Technology (LOGIT),Y,"11,665",,"11,665","18,326",,"18,326","21,518",,"21,518",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,284,0801380F,AF LVC Operational Training (LVC-OT),Y,"23,987",,"23,987","33,478",,"33,478","23,472",,"23,472",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,285,0804743F,Other Flight Training,Y,"1,116",,"1,116","2,338",,"2,338","1,950",,"1,950",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,286,0901202F,Joint Personnel Recovery Agency,Y,"2,235",,"2,235","2,051",,"2,051","2,035",,"2,035",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,287,0901218F,Civilian Compensation Program,Y,"4,267",,"4,267","4,355",,"4,355","4,248",,"4,248",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,288,0901220F,Personnel Administration,Y,"3,557",,"3,557","2,728",,"2,728","2,678",,"2,678",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,289,0901226F,Air Force Studies and Analysis Agency,Y,"9,578",,"9,578","14,559",,"14,559","81,252",,"81,252",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,290,0901231F,Counterdrug Support - HQ USAF,Y,"4,789",,"4,789",,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,291,0901538F,Financial Management Information Systems Development,Y,"5,428",,"5,428","3,927",,"3,927","3,316",,"3,316",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,292,0901554F,Defense Enterprise Acntng and Mgt Sys (DEAMS),Y,"55,836",,"55,836","38,408","20,000","58,408","38,301",,"38,301",U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,293,1201921F,Service Support to STRATCOM - Space Activities,Y,,,,330,,330,700,,700,U
3600F,"Research, Development, Test and Evaluation, Air Force",,07,Operational system development,999,9999999999,Classified Programs,Y,"18,258,364",,"18,258,364","18,003,033","1,378,393","19,381,426","29,113,107",,"29,113,107",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,01,Basic research,1,0601102SF,Defense Research Sciences,Y,"19,949",,"19,949","21,999",,"21,999","20,833",,"20,833",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,01,Basic research,2,0601103SF,University Research Initiatives,Y,"13,604",,"13,604","14,330",,"14,330","14,426",,"14,426",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,02,Applied research,3,1202212SF,Defense Laboratories R&D Projects,Y,"18,701",,"18,701",,,,,,,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,02,Applied research,4,1206601SF,Space Technology,Y,"242,170",,"242,170","276,981",,"276,981","234,190",,"234,190",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,03,Advanced technology development,5,1206310SF,Space Science and Technology Research and Development,Y,"440,701",,"440,701","495,523",,"495,523","313,738",,"313,738",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,03,Advanced technology development,6,1206616SF,Space Advanced Technology Development/Demo,Y,"245,989",,"245,989","155,341",,"155,341","126,427",,"126,427",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,7,0604002SF,Space Force Weather Services Research,Y,836,,836,843,,843,"3,581",,"3,581",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,8,1203010SF,"Space Force IT, Data Analytics, Digital Solutions",Y,"83,798",,"83,798","99,570",,"99,570","45,971",,"45,971",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,9,1203164SF,NAVSTAR Global Positioning System (User Equipment) (SPACE),Y,"260,198",,"260,198","152,003",,"152,003",,,,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,10,1203622SF,Space Warfighting Analysis,Y,"123,208",,"123,208","124,409",,"124,409","128,546",,"128,546",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,11,1203710SF,EO/IR Weather Systems,Y,"66,967",,"66,967","69,777",,"69,777","144,434",,"144,434",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,12,1203955SF,"Space Access, Mobility & Logistics (SAML)",Y,"23,158",,"23,158","29,278",,"29,278","9,724",,"9,724",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,13,1206410SF,Space Technology Development and Prototyping,Y,"1,551,293",,"1,551,293","1,226,643",,"1,226,643","1,246,316",,"1,246,316",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,14,1206427SF,Space Systems Prototype Transitions (SSPT),Y,"112,132",,"112,132","106,869",,"106,869","87,730",,"87,730",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,15,1206438SF,Space Control Technology,Y,"60,027",,"60,027","59,148","9,010","68,158","62,031",,"62,031",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,16,1206458SF,Tech Transition (Space),Y,"196,537",,"196,537","313,678",,"313,678","241,056",,"241,056",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,17,1206617SF,Operational Test & Training Infrastructure,Y,,,,,,,"265,215",,"265,215",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,18,1206730SF,Space Security and Defense Program,Y,"53,199",,"53,199","45,200",,"45,200","102,140",,"102,140",U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,19,1206760SF,Protected Tactical Enterprise Service (PTES),Y,"74,849",,"74,849","96,615",,"96,615","155,885",,"155,885",U
